id,diacritics,no_diacritics
160563,"Opt dintre cele mai mari bănci din lume se pregătesc să-și negocieze cu Comisia Europeană amenda într-un caz în care sunt acuzate de practici de tip cartel pentru manipularea pieței valutare globale, scrie Financial Times.","Opt dintre cele mai mari banci din lume se pregatesc sa-si negocieze cu Comisia Europeana amenda intr-un caz in care sunt acuzate de practici de tip cartel pentru manipularea pietei valutare globale, scrie Financial Times."
23937,Gealații sistemului au pus bocancul pe grumazul normalității.,Gealatii sistemului au pus bocancul pe grumazul normalitatii.
166254,"Primarii s-a declarat foarte mulțumiți de banii alocați pentru 2018”, au precizat sursele citate.","Primarii s-a declarat foarte multumiti de banii alocati pentru 2018”, au precizat sursele citate."
184469,Serghei Riabkov a transmis că Rusia va adopta măsuri pentru a contracara posibilele influențe ale americanilor asupra economiei țării.,Serghei Riabkov a transmis ca Rusia va adopta masuri pentru a contracara posibilele influente ale americanilor asupra economiei tarii.
294317,"Soru-mea și cumnatu-meu vor să mă trimeată la... mănăstirea Țigănești, unde trăiește o mătușă a noastră, monahie bătrînă.","Soru-mea si cumnatu-meu vor sa ma trimeata la... manastirea Tiganesti, unde traieste o matusa a noastra, monahie batrina."
296463,"Din sus, Măsele nu-s Și din jos, Dinții i-am scos; Numai ceva de-o mai trece, Sînt de patruzeci și zece","Din sus, Masele nu-s Si din jos, Dintii i-am scos; Numai ceva de-o mai trece, Sint de patruzeci si zece"
18666,"„În acest moment programul este pe credite de angajament.“ Institutul de Export, propunerea IMM-urilor pentru creșterea exporturilor și promovarea produselor românești Ministerul Dezvoltării Regionale, Administrației Publice și Fondurilor Europene a prelungit perioada de depunere a proiectelor pentru atragere de fonduri europene cu două luni.","„In acest moment programul este pe credite de angajament.“ Institutul de Export, propunerea IMM-urilor pentru cresterea exporturilor si promovarea produselor romanesti Ministerul Dezvoltarii Regionale, Administratiei Publice si Fondurilor Europene a prelungit perioada de depunere a proiectelor pentru atragere de fonduri europene cu doua luni."
94903,lei cu un număr mediu de 37 de angajați.,lei cu un numar mediu de 37 de angajati.
23604,Detalii de abonare la ZF Corporate: Alexandru Matei (tel.,Detalii de abonare la ZF Corporate: Alexandru Matei (tel.
247420,"Hunii își continuă înaintarea spre apus, făcînd incursiuni și în Peninsula Balcanică.","Hunii isi continua inaintarea spre apus, facind incursiuni si in Peninsula Balcanica."
364467,"Mama mă spuse la tată, Tata sare să mă bată.","Mama ma spuse la tata, Tata sare sa ma bata."
162908,  Articol publicat în ediția tipărită a Ziarului Financiar din data de 29.11.2017.,  Articol publicat in editia tiparita a Ziarului Financiar din data de 29.11.2017.
165972,"Noi informații despre funeraliile Regelui Mihai astăzi, 07:40 Autori: Mihai Campeanu , Mediafax ”Reprezentanții Guvernului și cei ai Casei Regale au avut astăzi, la Palatul Victoria, o întâlnire în care au discutat modul de implicare al instituțiilor guvernamentale în organizarea funeraliilor naționale în memoria Majestății Sale, Regele Mihai.","Noi informatii despre funeraliile Regelui Mihai astazi, 07:40 Autori: Mihai Campeanu , Mediafax ”Reprezentantii Guvernului si cei ai Casei Regale au avut astazi, la Palatul Victoria, o intalnire in care au discutat modul de implicare al institutiilor guvernamentale in organizarea funeraliilor nationale in memoria Majestatii Sale, Regele Mihai."
113503,"Pot veni chiar însoțiți de un avocat, dacă consideră necesar.","Pot veni chiar insotiti de un avocat, daca considera necesar."
49195,Acesta a adăugat că dorește ca valoarea schimburilor comerciale dintre cele două țări să se situeze între 3 și 5 miliarde de dolari.,Acesta a adaugat ca doreste ca valoarea schimburilor comerciale dintre cele doua tari sa se situeze intre 3 si 5 miliarde de dolari.
72388,Acestea sunt reperele.,Acestea sunt reperele.
179468,"Banii din facilități sunt direcționați către realizarea activității de bază: costurile cu punerea în circulație a trenurilor conform graficelor din Mersul Trenurilor - achitare de facturi către furnizori: reparații-mentenanță, combustibil, energie, piese, etc.","Banii din facilitati sunt directionati catre realizarea activitatii de baza: costurile cu punerea in circulatie a trenurilor conform graficelor din Mersul Trenurilor - achitare de facturi catre furnizori: reparatii-mentenanta, combustibil, energie, piese, etc."
213249,"Monedele din argint, ambalate, vor fi însoțite de broșuri de prezentare redactate în limbile română, engleză și franceză.","Monedele din argint, ambalate, vor fi insotite de brosuri de prezentare redactate in limbile romana, engleza si franceza."
126392,"2245 din 16.09.2016, Ministerul Finanțelor Publice respinge în totalitate ofertele de cumpărare transmise, considerându-le la un nivel neacceptabil al randamentului“, anunță ministerul.","2245 din 16.09.2016, Ministerul Finantelor Publice respinge in totalitate ofertele de cumparare transmise, considerandu-le la un nivel neacceptabil al randamentului“, anunta ministerul."
179239,"Mă rog, unu-i Ochilă pe fața pămîntului.","Ma rog, unu-i Ochila pe fata pamintului."
55036,"Alior Bank este a noua cea mai mare bancă din Polonia din punctul de vedere al activelor și asigură servicii pentru aproape patru milioane de clienți, inclusiv peste 180.000 de companii.","Alior Bank este a noua cea mai mare banca din Polonia din punctul de vedere al activelor si asigura servicii pentru aproape patru milioane de clienti, inclusiv peste 180.000 de companii."
45310,"Miercuri, șeful executivului Cataloniei, Carles Puigdemont, a reiterat că va pune în aplicare rezultatul referendumului privind independența față de Spania , relatează site-ul agenției Reuters.","Miercuri, seful executivului Cataloniei, Carles Puigdemont, a reiterat ca va pune in aplicare rezultatul referendumului privind independenta fata de Spania , relateaza site-ul agentiei Reuters."
312159,Aș fi... o denaturată dacă nu aș încerca totul.,As fi... o denaturata daca nu as incerca totul.
61178,"Ștefan Vuza, proprietarul Chimcomplex: Dacă România nu își comasează combinatele chimice, așa cum au făcut alte țări europene, acestea se vor închide       .","Stefan Vuza, proprietarul Chimcomplex: Daca Romania nu isi comaseaza combinatele chimice, asa cum au facut alte tari europene, acestea se vor inchide       ."
333206,"De unde era să le iei... toate aceste, să fi fost în locul lui Robinson?","De unde era sa le iei... toate aceste, sa fi fost in locul lui Robinson?"
204139,"În ceea ce privește cursul de schimb, ""este de remarcat că peste 90% dintre participanți anticipează o depreciere a leului în următoarele 12 luni (comparativ cu valoarea actuală).","In ceea ce priveste cursul de schimb, ""este de remarcat ca peste 90% dintre participanti anticipeaza o depreciere a leului in urmatoarele 12 luni (comparativ cu valoarea actuala)."
350799,Unde sîntem? Am trecut orașul?... Dar afară nu se putea vedea nimic.,Unde sintem? Am trecut orasul?... Dar afara nu se putea vedea nimic.
36173,"De exemplu, „un spațiu care are o chirie de 12,5 euro/mp și care pare prima opțiune (dar care are o cotă de spații comune de 16%) este mai puțin avantajos față de un alt spațiu, cu chirie de 13 euro/mp, care are spații comune de doar 5%.","De exemplu, „un spatiu care are o chirie de 12,5 euro/mp si care pare prima optiune (dar care are o cota de spatii comune de 16%) este mai putin avantajos fata de un alt spatiu, cu chirie de 13 euro/mp, care are spatii comune de doar 5%."
285501,"Acasă cînd a ajuns, Din gură așa a zis: Ieși, măicuță, din căsuță Și-mi deschide ast\’ portiță.","Acasa cind a ajuns, Din gura asa a zis: Iesi, maicuta, din casuta Si-mi deschide ast\’ portita."
384598,Poplin de lână.,Poplin de lana.
28751,"Procurorii DNA susțin că în 2013, părți din Insula Belina și Brațul Pavel, cu suprafață de 278,78 hectare, respectiv 45 hectare, situate în albia minoră a Dunării, au fost trecute ilegal din proprietatea statului în proprietatea județului Teleorman și în administrarea Consiliului Județean Teleorman, pentru ca, doar la câteva zile, să fie închiriate tot ilegal unei firme private.","Procurorii DNA sustin ca in 2013, parti din Insula Belina si Bratul Pavel, cu suprafata de 278,78 hectare, respectiv 45 hectare, situate in albia minora a Dunarii, au fost trecute ilegal din proprietatea statului in proprietatea judetului Teleorman si in administrarea Consiliului Judetean Teleorman, pentru ca, doar la cateva zile, sa fie inchiriate tot ilegal unei firme private."
338898,"Deplasarea lentă a apelor subterane a favorizat o evaporare intensă în timp, fapt ce a avut ca urmare o mineralizare accentuată a acestor ape.","Deplasarea lenta a apelor subterane a favorizat o evaporare intensa in timp, fapt ce a avut ca urmare o mineralizare accentuata a acestor ape."
211016,"Dar deodat-un punct se mișcă... cel întîi și singur. Iată-l Cum din chaos face mumă, iară el devine tatăl.","Dar deodat-un punct se misca... cel intii si singur. Iata-l Cum din chaos face muma, iara el devine tatal."
96425,„Leadershipul nu vine la pachet cu semnarea contractului și nici cu scaunul pe care stai așezat.,„Leadershipul nu vine la pachet cu semnarea contractului si nici cu scaunul pe care stai asezat.
153974,  Articol publicat în ediția tipărită a Ziarului Financiar din data de 06.11.2017.,  Articol publicat in editia tiparita a Ziarului Financiar din data de 06.11.2017.
373865,De atunci trăiesc aci pustiu și singur.,De atunci traiesc aci pustiu si singur.
293506,Catenă ciclică.,Catena ciclica.
372792,"Unde este vorbă multă, acolo e treabă puțină.","Unde este vorba multa, acolo e treaba putina."
254541,"Ea-și potrivește floarea-n păr Și-i înfloresc zîmbind obrajii Cei albi, ca florile de măr.","Ea-si potriveste floarea-n par Si-i infloresc zimbind obrajii Cei albi, ca florile de mar."
211905,"Inflația din ianuarie 2018, exprimată atât prin rata lunară, cât și prin cea anualizată, ale cărei date au fost comunicate zilele trecute de către Institutul Național de Statistică, este ilustrativă în acest sens.","Inflatia din ianuarie 2018, exprimata atat prin rata lunara, cat si prin cea anualizata, ale carei date au fost comunicate zilele trecute de catre Institutul National de Statistica, este ilustrativa in acest sens."
29792,"Citește și: România solicită Consiliiului Europei să monitorizeze Ucraina, după ce la Kiev s-a adoptat o nouă Lege a educației care ar defavoriza minoritățile.","Citeste si: Romania solicita Consiliiului Europei sa monitorizeze Ucraina, dupa ce la Kiev s-a adoptat o noua Lege a educatiei care ar defavoriza minoritatile."
113968,  Articol publicat în ediția tipărită a Ziarului Financiar din data de 10.11.2017.,  Articol publicat in editia tiparita a Ziarului Financiar din data de 10.11.2017.
307665,"Duminica, crîșmele... par a fi niște ființe vii, care vuiesc adînc.","Duminica, crismele... par a fi niste fiinte vii, care vuiesc adinc."
97698,Articol publicat în ediția tipărită a Ziarului Financiar din data de 24.10.2017.,Articol publicat in editia tiparita a Ziarului Financiar din data de 24.10.2017.
105956,"Cum pot comunica oameni atît de opuși? Prezența lui Degas care mă surprindea la retrospectiva Gauguin coincidea, printr-o întîmplare, cu lectura recentă a cărții pe care Camille Laurens, autoare rafinată, o consacrase Micii dansatoare de paisprezece ani .","Cum pot comunica oameni atit de opusi? Prezenta lui Degas care ma surprindea la retrospectiva Gauguin coincidea, printr-o intimplare, cu lectura recenta a cartii pe care Camille Laurens, autoare rafinata, o consacrase Micii dansatoare de paisprezece ani ."
104277,fix: 0318.256.286) sau trimiteți un email cu datele dumneavoastră de contact prin care solicitați informații și abonare la adresa alexandru.matei@zf.ro. Veți fi contactat în maximum o oră.,fix: 0318.256.286) sau trimiteti un email cu datele dumneavoastra de contact prin care solicitati informatii si abonare la adresa alexandru.matei@zf.ro. Veti fi contactat in maximum o ora.
345288,"Mircea își dase obștescul sfîrșit pe scaunul domnesc, în mijlocul tăriei sale.","Mircea isi dase obstescul sfirsit pe scaunul domnesc, in mijlocul tariei sale."
191135,Ce vîrstă socoți că poate să aibă căpriorul acesta?,Ce virsta socoti ca poate sa aiba capriorul acesta?
