	Score	Sent1	Sent2
378	4.4	Pisica bea lapte.	O pisica linge dintr-o farfurioara cu lapte.
379	2.0	O fata foloseste machiaj pe pleoapele sale.	O femeie aplica fard.
380	2.8	Doi barbati se lupta.	Doi barbati se lupta folosind o forma de arte martiale.
381	2.5	Ofiterul militar s-a rastit la recruti.	Un ofiter vorbeste cu recrutii.
382	2.5	Barbatul baga puiul intr-un recipient.	Un barbat pune alimente intr-o cutie.
383	2.25	Un barbat tasteaza la o masina de stenografiat.	Barbatul a folosit un stenograf.
384	3.6	O femeie adauga paste intr-o oala cu apa.	O femeie face taitei.
385	1.2	O femeie sta intinsa pe o patura pe o piatra si citeste o carte.	O femeie stand jos canta o melodie si canta si la chitara.
386	0.2	Doi catelusi se joaca intre ei.	Niste barbati joaca fotbal.
387	1.0	Un barbat alearga pe un camp.	Un barbat se urca pe o franghie.
388	0.4	Un barbat imbratiseaza pe cineva.	Un barbat face o fotografie.
389	2.8	Cineva toarna ingrediente intr-o oala.	Un barbat pune legume intr-o oala.
390	0.0	Un cuplu se plimba.	Niste barbati taie cu fierastraul.
391	3.0	O persoana canta la o chitara.	Barbatul a cantat la chitara lui.
392	3.0	O persoana adauga mancare intr-o tigaie.	O femeie pune orez intr-o tigaie.
393	2.8	Un grup de pinguini se deplaseaza.	Un numar mare de pinguini se indreapta spre ocean.
394	0.0	Un barbat canta la o chitara.	Cineva se ocupa de o chifla
395	0.0	Un caine sare pe o trambulina.	Un baiat canta la o chitara.
396	2.2	Un barbat scutura un container deasupra unei chiuvete de bucatarie.	Un barbat goleste un recipient din plastic.
397	3.75	Un om merge cu un cal.	Un barbat conduce un cal tinandu-l de capastru.
398	4.0	Niste hartie este taiata cu foarfeca.	O bucata de hartie este taiata.
399	3.5	O persoana curata creveti.	Doamna a decojit crevetii.
400	0.8	Un barbat canta la o chitara.	Un barbat incearca sa citeasca ziarul.
401	0.8	Un barbat face un pat intr-un hotel.	Un barbat tine un animal in brate.
402	1.75	Cainele a tras cainele de coada si apoi l-a tras de picior.	O maimuta a tras un caine de coada.
403	3.0	O femeie bate doua oua intr-un castron.	O persoana amesteca ingrediente intr-un castron.
404	0.0	Un barbat sare coarda afara.	O femeie feliaza un castravete.
405	0.0	O persoana feliaza cateva cepe.	Un hamster canta.
406	0.0	O femeie tine un cangur in brate.	Un barbat cu o palarie canta un cantec.
407	3.8	Jucatori de fotbal lovesc o minge de fotbal in poarta.	Un fotbalist inscrie un gol.
408	3.2	O femeie gateste ceva.	O femeie toarna ingrediente intr-o tigaie.
409	3.2	O femeie inoata la plaja.	O femeie se balaceste in valurile oceanului.
410	0.8	Un barbat cara un alt barbat.	Un barbat stropeste un alt barbat cu apa dintr-un furtun.
411	1.5	Femeia pune paste intr-un vas.	O femeie scoate dintr-un castron un fel de substanta lipicioasa.
412	2.75	Un barbat ridica si vorbeste despre un tricou YouTube gri.	Un barbat arata un tricou.
413	3.75	Cineva toarna ulei de masline intr-un castron cu bucati de rosii.	Barbatul a turnat ulei pe feliile de rosii.
414	3.2	Un barbat canta la chitara.	Barbatul a cantat la chitara lui cu un prieten.
415	0.8	Cineva fierbe niste degetele doamnei intr-o oala.	Cineva toarna ulei de masline intr-un castron cu bucati de rosii.
416	0.0	O persoana curata un cartof.	O pisica linge o sticla mica.
417	0.0	O pisica sare intr-o cutie.	Un tanar vorbeste cu o frunza.
418	1.4	Femeia condimenteaza uleiul.	O femeie toarna ingrediente intr-un castron.
419	3.2	O pisica aluneca cu susul in jos sub o canapea.	O pisica se taraste pe spate sub o piesa de mobilier.
420	2.2	O femeie danseaza in timp ce un barbat canta la clape.	O femeie danseaza pe o scena.
421	2.533	Un bucatar curata un castron de supa.	Un barbat sterge marginea unui castron.
422	3.4	O explozie bubuie in desert.	O arma nucleara explodeaza intr-un desert.
423	0.0	O femeie feliaza o lamaie.	Un barbat vorbeste la un microfon.
424	0.8	Un barbat supraponderal sare coarda.	Un tanar danseaza.
425	3.2	Doamna a spart doua oua crude.	Femeia sparge oua intr-un castron.
426	0.0	Un barbat ascute un creion folosind un cutit.	O femeie danseaza in ploaie.
427	0.0	Jucarii din plastic plutesc in apa.	Doamnele fac un dans.
428	3.0	Broasca testoasa a urmarit pestii.	O broasca testoasa de mare vaneaza pesti.
429	2.8	Femeia isi aplica creion de ochi.	Fata foloseste un creion pentru ochi pe pleoapa.
430	0.0	Un barbat isi leaga pantoful.	Un caine merge calare pe umerii unui biciclist.
431	0.417	O femeie taie carne cu un cutit.	Un barbat intinde aluat.
432	0.0	Un caine alearga pe pamant.	O fata isi tamponeaza unghiile de la degete.
433	1.0	Un barbat mangaie un caine legat.	Un barbat isi arata cainele la camera.
434	2.0	O femeie merge pe un teren deschis cu un caine de companie in timp ce alti caini ii urmeaza.	Un barbat merge cu mai multi caini.
435	0.0	O femeie marunteste niste usturoi.	O persoana curata un disc.
436	2.5	Doua echipe joaca fotbal.	Diferite grupe de echipe joaca fotbal pe un teren.
437	2.0	O creatura ca un sobolan miroase imprejur.	Un animal merge pe jos.
438	0.0	Doi luptatori Sumo se lupta intre ei.	Un barbat sta calare pe o jucarie de apa in apa.
439	0.0	Un barbat se intinde pe pamant si tinteste cu o pusca.	Un barbat intinde unt pe o tortilla.
440	2.818	Un cuplu alearga spre ocean.	Un barbat si o femeie alearga impreuna, tinandu-se de mana.
441	3.533	O femeie toaca un ou fiert tare.	O persoana taie oua fierte in bucati.
442	3.8	Doi roboti impartasesc un sarut.	Un robot masculin si unul feminin se saruta.
443	3.25	O pisica incearca sa atinga un caine.	Pisica l-a tachinat pe caine atingandu-i capul.
444	4.0	Rinocerul pastea pe iarba.	Un rinocer paste pe un camp.
445	0.0	Barbatul si-a condus masina rosie mica in jurul traficului.	Cainele a fugit in apa la plaja.
446	1.0	Un om taie paine.	Un barbat face trucuri cu o minge de fotbal.
447	2.6	O pisica loveste rapid un copil in cap.	O pisica si un baiat se joaca impreuna.
448	1.4	O pisica se joaca intr-o cutie.	Cainele se joaca cu spalatorul de podele.
449	3.2	Cuplul a dansat in biserica.	Un cuplu danseaza dansuri lente.
450	0.0	Un barbat mangaie un aligator pe bot.	O persoana toarna legume tocate intr-o oala pe aragaz.
451	0.0	O persoana verifica niste budinca de orez.	Un cal alearga.
452	0.0	O femeie amesteca doua oua intr-un castron de sticla.	O tanara canta pe o scena.
453	0.0	Barbatul canta la tobe.	Un barbat toarna lichid de curatat in chiuveta.
454	3.8	Un barbat taie un ardei.	O persoana taie in bucati un ardei verde mare.
455	0.643	O femeie vorbeste in limbajul semnelor.	O femeie condimenteaza niste fructe de mare.
456	0.0	Un baiat se taraste intr-o cusca de caine.	O pisica se joaca pe podea.
457	2.25	Fata si-a inaltat zmeul in timp ce alerga in sus pe un deal.	O fata isi pierde zmeul.
458	1.25	O femeie pune mancare intr-o oala cu apa fierbinte.	O femeie prajeste carne.
459	3.4	O maimuta mica se plimba prin apa.	O maimuta trece printr-o mlastina.
460	0.0	Un barbat merge cu o bicicleta.	Un urs panda mananca.
461	0.2	Un tanar canta la pian si voce.	Barbatul scrie o scrisoare.
462	0.5	Un baiat isi scoate ochelarii de soare.	Un baiat tipa.
463	0.0	O fata canta la un pian.	Un baiat face flotari.
464	4.0	Doamna a feliat o rosie.	Cineva taie o rosie.
465	0.0	Cineva tine un arici.	O ceapa este taiata felii.
466	1.0	O femeie curata un cartof.	O femeie frige ananas.
467	0.0	O pisica bea niste apa.	Un camion coboara pe un deal.
468	0.0	O persoana pune sare si piper pe o bucata de porc.	Un tanar sta la un pian.
469	0.0	Barbatul se aseza pe scaun si se uita fix.	Fetita isi prinde parul intr-o coada de cal.
470	1.8	O femeie taie un cartof in cubulete.	O femeie taie tofu in bucati mici.
471	1.2	Un bebelus se taraste fericit.	Un bebelus a stranutat si a speriat un alt bebelus.
472	0.6	O persoana prajeste niste carne in tigaie.	Un barbat taie o leguma.
473	0.25	Un barbat se uita pe o fereastra.	O femeie inoata in apa.
474	3.25	Un barbat stand asezat canta la chitara.	Un barbat canta la o chitara acustica si canta la un microfon.
475	1.25	O femeie feliaza o ceapa cu un cutit.	Un barbat pregateste un fel de mancare.
476	4.0	Un calaret alearga si sare cu calul sau.	O femeie sare obstacole cu un cal.
477	3.25	Un baiat canta la clape.	Un baiat sta intr-o camera si canta la un pian la lumina lampii.
478	0.75	Doi barbati se lupta.	Barbatul face miscare.
479	3.25	Un barbat canta la un flaut de lemn, in timp ce alti cativa barbati canta la tobe de bongo.	Un barbat canta la un flaut.
480	1.2	O persoana mangaie o maimuta.	Un barbat tine o maimuta din specia loris lent.
481	3.8	Doi iepuri de desene animate se saruta.	Un iepure saruta un alt iepure.
482	3.4	Ariciul mesteca prosopul.	Un arici musca de o patura.
483	0.0	O pisica se linge.	Un barbat feliaza o ceapa alba cu o razatoare.
484	3.5	Un porc de guinea mic roade si mananca o bucata de morcov pe podea.	Un porc guinea mananca un morcov.
485	3.75	Patru baieti stau in fata masinii in flacari.	Patru tineri stau nemiscati in timp ce o masina explodeaza in spatele lor.
486	4.0	Un barbat fumeaza.	Barbatul s-a asezat imbracat in costum si a fumat.
487	0.2	O femeie adauga sos la niste mancare.	O persoana taie frunze.
488	0.0	Trei copii isi mananca mancarea.	Caprioara a sarit peste gard.
489	0.0	Un submarin merge prin apa.	Un bebelus adoarme.
490	0.8	Un barbat alearga pe o strada.	Un barbat canta la chitara.
491	0.0	O persoana feliaza o ceapa.	O pisica defecheaza intr-o toaleta.
492	0.0	Un bursuc sapa in noroi.	Un om muta pietre mari.
493	0.0	O femeie taie un ardei mare.	Un caine isi misca botul.
494	5.0	Un barbat merge cu o bicicleta.	Un barbat merge cu o bicicleta.
495	0.6	Un barbat si o femeie se saruta.	Un barbat si o femeie vorbesc.
496	4.2	O femeie feliaza o ceapa.	O femeie taie o ceapa.
497	3.75	Un baietel se joaca cu un caine.	Un bebelus se joaca cu un caine.
498	5.0	Barbatul deseneaza.	Un barbat deseneaza.
499	1.25	Un barbat taie un cartof.	O femeie taie o rosie.
500	3.6	Un baiat canta la o chitara.	Un copil canta la o chitara.
501	5.0	O femeie taie o ceapa.	O femeie taie printr-o ceapa.
502	5.0	Un tren de jucarie loveste o masina de jucarie.	Un tren de jucarie loveste o masina de jucarie.
503	2.2	Un barbat canta la chitara.	Un barbat canta la flaut.
504	5.0	O pisica deschide un sertar si urca inauntru.	O pisica deschide un sertar si urca inauntru.
505	4.25	O femeie prajeste o mancare.	O femeie prajeste mancare intr-o baie de ulei.
506	2.5	Un barbat taie o ceapa in cuburi.	O femeie taie o ceapa.
507	2.8	O fata canta la o chitara.	Un barbat canta la o chitara.
508	2.8	O fata canta pe scena.	Un barbat canta pe scena.
509	2.8	O femeie merge calare pe un cal.	O femeie merge calare pe un magar.
510	2.8	O fata canta la o chitara.	Un barbat canta la o chitara.
511	5.0	O femeie periaza niste creveti.	O femeie periaza niste creveti.
512	4.8	Un barbat danseaza pe tavan.	Un barbat danseaza pe tavanul unei camere.
513	4.2	O femeie feliaza subtire o ceapa cu un cutit mare.	O femeie feliaza ceapele cu un cutit mare.
514	5.0	Un barbat canta la un set de clape.	Un barbat canta la un set de clape.
515	5.0	Un barbat canta la chitara.	Un barbat canta la chitara.
516	5.0	O femeie descojeste un cartof.	O femeie descojeste un cartof.
517	3.75	O femeie se ocupa de o broasca.	Un barbat tine o broasca.
518	2.0	Un barbat canta la un flaut.	Un barbat canta la o chitara.
519	1.583	Un barbat canta la o chitara.	Un barbat canta la un flaut.
520	1.778	Un barbat canta la un pian.	Un barbat canta la o chitara.
521	2.0	Un barbat canta la o chitara.	Un barbat canta la un pian.
522	2.0	Un barbat canta la un flaut.	Un barbat canta la o chitara.
523	2.0	Un barbat canta la un flaut.	Un barbat canta la o chitara.
524	3.2	Doua femei sunt pe o canapea.	Doua femei se imbratiseaza pe o canapea.
525	3.8	Cineva feliaza un castravete.	Un barbat feliaza un castravete.
526	4.4	Un pisoi se joaca cu o jucarie din franghie albastra.	Un pisoi se joaca cu o jucarie.
527	5.0	Cainele latra la jucarie.	Un caine latra la o jucarie.
528	3.5	O persoana pliaza o tortilla.	Un barbat pliaza o tortilla.
529	4.0	O pisica bea lapte.	Un pisoi bea lapte.
530	3.5	O persoana conduce o masina.	Un barbat conduce o masina.
531	4.4	O broasca testoasa merge.	O broasca testoasa merge.
532	3.8	O vaca mananca iarba.	O vaca mananca fan.
533	2.6	O femeie toaca broccoli.	O femeie toaca usturoi.
534	3.0	Un barbat plange.	Un barbat tipa.
535	5.0	Barbatul canta la chitara.	Un barbat canta la chitara.
536	3.667	Un barbat taie o ceapa.	Un barbat taie o patlagina.
537	2.333	Un barbat feliaza un cartof.	O femeie descojeste un cartof.
538	4.0	O femeie bate cu degetele pe o masa.	O femeie bate din degete.
539	4.4	Cineva fierbe okra intr-o oala.	Cineva gateste okra intr-o tigaie.
540	0.2	Un barbat fumeaza.	Un barbat amesteca.
541	5.0	Barbatul canta la tobe.	Un barbat canta la tobe.
542	5.0	Un barbat se scufunda intr-o piscina.	Un barbat se scufunda intr-o piscina.
543	4.0	O femeie taie un praz.	O femeie feliaza un praz.
544	4.6	Un baietel canta la o chitara.	Un baiat canta la chitara.
545	2.6	O femeie danseaza.	Barbatul danseaza.
546	2.6	Femeile vorbesc.	Barbatii vorbesc.
547	2.6	O fata isi pune gel in par.	O femeie isi pune gel pe par.
548	2.2	Un copil canta la chitara.	Un barbat canta la o chitara.
549	1.7	Un grup de oameni marsaluie pe loc.	Un grup de oameni danseaza la un concert.
550	2.0	Femeia trage cu o mitraliera.	Barbatul trage cu o arma.
551	4.0	Un barbat a cantat la pian.	Un barbat canta la un pian.
552	3.25	O femeie feliaza o ceapa.	Cineva feliaza o ceapa.
553	4.5	Un barbat feliaza un castravete.	Un barbat taie castraveti.
554	2.6	O fata mananca o briosa.	O femeie mananca o briosa.
555	2.0	O femeie taie o ceapa.	Un barbat toaca o ceapa.
556	1.8	Barbatul canta la o chitara.	Un bebelus canta la o chitara.
557	1.556	Un barbat canta la chitara.	Un barbat canta la tobe.
558	4.5	Doua fetite vorbesc la telefon.	Doua fete vorbesc la telefon.
559	4.0	Un barbat taie o buturuga cu un topor.	Un barbat taie un trunchi de copac cu un topor.
560	1.6	O persoana taie un ardei gras in bucati.	O persoana taie un usturoi in bucati.
561	0.5	Un barbat vorbeste cu o femeie.	O femeie se plimba cu un caine.
562	1.4	Barbatul merge.	Un barbat vorbeste.
563	1.6	Cineva toarna ulei intr-o tigaie.	Cineva toarna lapte intr-un blender.
564	4.4	Un pisoi mic se joaca cu o minge.	Un pisoi se joaca cu o minge.
565	1.8	Un barbat canta la o chitara.	O femeie canta la un flaut.
566	2.6	O fata canta la o vioara.	O fata canta la un flaut.
567	1.6	Un barbat canta doua piane.	O pisica canta la un pian.
568	3.0	Un barbat face exercitii fizice.	O fata face exercitii fizice.
569	2.0	O persoana feliaza o scoica.	O persoana taie felii de caracatita.
570	2.0	Un barbat si o femeie merg pe biciclete lor.	Un barbat si o femeie merg cu o motocicleta.
571	4.0	Doi barbati se lupta intr-o pasune de vaci.	Doi barbati se lupta intr-un tarc pentru vite.
572	3.0	O femeie adauga ulei intr-o tigaie.	Un barbat toarna ulei intr-o tigaie.
573	4.4	O fata isi face patul.	O fata tanara isi face patul.
574	4.8	Pisica s-a jucat cu un pepene verde.	O pisica se joaca cu un pepene verde.
575	4.8	O fata sare pe o masina.	O fata sare pe o masina.
576	0.727	Un barbat se roaga.	Un barbat alearga.
577	0.0	O masina parcheaza.	O pisica se joaca.
578	1.25	Un barbat alearga.	Un barbat danseaza.
579	0.5	Un barbat canta.	Un barbat danseaza.
580	3.25	Un barbat duce un alt barbat pe umarul sau.	Un barbat duce pe cineva pe umarul sau.
581	1.333	O femeie curata un cartof.	O femeie feliaza o rosie.
582	1.0	O femeie taie o rosie.	O femeie feliaza un cartof.
583	1.4	Cineva curata un cartof.	Cineva feliaza o rosie.
584	1.333	O femeie curata un cartof.	O femeie feliaza o rosie.
585	5.0	Doi roboti se saruta.	Doi roboti se saruta.
586	4.0	Doi baieti pe o canapea se joaca jocuri video.	Doi baieti joaca un joc video.
587	4.4	O femeie stoarce o lamaie.	O femeie stoarce sucul dintr-o lamaie.
588	1.2	O femeie feliaza o ceapa.	Un barbat feliaza o rosie.
589	1.2	O femeie feliaza un morcov.	Un barbat feliaza o rosie.
590	1.25	O fata isi coafeaza parul.	O fata isi pileste unghiile.
591	5.0	Un barbat coboara scarile.	Un barbat coboara pe o scara.
592	2.0	Doua persoane merg cu o motocicleta.	Doua persoane merg cu o bicicleta.
593	2.2	Un barbat canta la o chitara.	O femeie canta la o chitara electrica.
594	3.2	Un barbat canta la o chitara si din voce.	Un barbat canta la o chitara.
595	1.5	Un om merge prin ploaie.	Un barbat si o femeie se plimba cu placere.
596	4.75	Un cangur mananca.	Un cangur mananca.
597	0.5	Un barbat pescuieste.	Un barbat face exercitii fizice.
598	0.067	O femeie inoata.	Un barbat canta.
599	1.6	O femeie mananca.	Un animal mananca.
600	2.6	Un baiat si o fata danseaza in ploaie.	Un barbat si o femeie danseaza in ploaie.
601	4.875	Un barbat conduce o masina.	Un barbat conduce o masina.
602	5.0	O femeie rade ceapa.	O femeie rade cepe.
603	2.0	Doi cocosi se lupta.	Doi barbati se lupta.
604	1.4	Un barbat calareste un cal.	Un barbat conduce o masina.
605	1.4	Un barbat calareste un cal.	Un barbat conduce o masina.
606	0.8	Un barbat trage cu o arma.	Un barbat feliaza o chifla.
607	2.0	O femeie taie o ceapa.	O femeie taie carne.
608	1.6	Femeia feliaza ierburi.	Barbatul feliaza paine.
609	3.0	Un baiat canta la pian.	Un barbat canta la un pian.
610	3.615	Un pui de elefant mananca.	Un pui de elefant mananca un puiet.
611	4.0	O femeie sparge oua intr-un castron.	O femeie sparge oua.
612	4.0	O persoana canta la clape.	Un baiat canta la niste clape.
613	3.333	Un baiat trasneste un barbat cu o sabie.	Un baiat plsesneste un barbat cu o sabie de plastic.
614	1.5	O persoana feliaza un morcov in bucati.	O persoana taie o ceapa in bucati.
615	4.4	Un barbat a taiat prin o gramada de sticle de apa cu un cutit.	Un barbat taie o linie de sticle de apa cu un cutit
616	2.875	Un barbat scrie intr-o carte.	Un barbat scrie pe o hartie.
617	2.2	O femeie feliaza un usturoi.	O femeie feliaza un ardei mare.
